Issue Number,Airtel Site ID,Alarm Start Time,DURATION,MTTR,Root Cause,Category,Sub-Cat 1,Sub-Cat 2,Sub-Cat 3,Underlying Cause,AIRTEL CLASS,key,incident date,Cat,S-Cat1,S-Cat2,S-Cat3
5416160,KN0875,2023-03-26 07:34:00,77.99999999231659,1.2999999998719431,Power,,,,,Faulty Priming Pump,Silver,5416160_2023-03-26 07:34:00,2023-03-26,Generator,Mechanical,Engine,Hand Primer
5385457,KN0744,2023-03-26 23:40:00,19.983333331765607,0.3330555555294268,Power,,,,,DC Cable Fault|Burnt DC Cable,Silver,5385457_2023-03-26 23:40:00,2023-03-26,Other Equipment,Electrical,Wiring,Cable
5422174,NI0503,2023-03-26 00:00:00,5.999999998603016,0.1,Power,,,,,Generator Failure,Silver,5422174_2023-03-26 00:00:00,2023-03-26,Other Issues,Others,Others,Others
5368651,AB1392,2023-03-26 05:24:00,30.00000000349246,0.5000000000582077,Power,,,,,DG Fuel Filter,Silver,5368651_2023-03-26 05:24:00,2023-03-26,Generator,Mechanical,Fuel,Others
5378735,KD1052,2023-03-26 20:28:00,111.9999999983702,1.866666666639503,Power,,,,,DG Coolant low,Silver,5378735_2023-03-26 20:28:00,2023-03-26,Generator,Mechanical,Radiator,DG Coolant Low
5416239,KN0973,2023-03-26 00:00:00,185.99999999860304,3.099999999976717,Power,,,,,Faulty Charging Alternator,Silver,5416239_2023-03-26 00:00:00,2023-03-26,Generator,Electrical,Charging Alternator,Failure
5371444,AB0096,2023-03-27 21:24:00,57.99999998998828,0.9666666664998048,Power,,,,,Generator Failure,Silver,5371444_2023-03-27 21:24:00,2023-03-27,Other Issues,Others,Others,Others
5474805,KB0007,2023-03-27 22:44:00,63.99999999906868,1.0666666666511446,Power,,,,,Generator Fault,Silver,5474805_2023-03-27 22:44:00,2023-03-27,Other Issues,Others,Others,Others
5476431,KB0271,2023-03-27 19:34:00,172.99999999813735,2.883333333302289,Power,,,,,Cylinder Head Gasket Fault,Gold,5476431_2023-03-27 19:34:00,2023-03-27,Generator,Mechanical,Engine,Cylinder Head Gasket Fault
5469550,KB0272,2023-03-27 06:01:00,49.99999999534339,0.8333333332557231,Power,,,,,Contactor Fault,Silver,5469550_2023-03-27 06:01:00,2023-03-27,Other Issues,Others,Others,Others
5429241,KB0274,2023-03-27 08:16:00,52.999999994644895,0.8833333332440816,Power,,,,,Fuel System Fault,Gold,5429241_2023-03-27 08:16:00,2023-03-27,Generator,Mechanical,Fuel,Others
5435039,KD0086,2023-03-27 21:47:00,18.000000006286427,0.3000000001047738,Power,,,,,Faulty Charging Alternator,Platinum,5435039_2023-03-27 21:47:00,2023-03-27,Generator,Electrical,Charging Alternator,Failure
5474706,KD0083,2023-03-27 20:09:00,87.99999999348074,1.4666666665580124,Power,,,,,Radiator Leakages,Silver,5474706_2023-03-27 20:09:00,2023-03-27,Generator,Mechanical,Radiator,Radiator Leakages
5472121,KD0112,2023-03-27 18:24:00,54.99999999068677,0.9166666665114462,Power,,,,,Radiator Leakages,Gold,5472121_2023-03-27 18:24:00,2023-03-27,Generator,Mechanical,Radiator,Radiator Leakages
5467876,KD0454,2023-03-27 06:08:00,95.0,1.5833333332557231,Power,,,,,Faulty Priming Pump,Silver,5467876_2023-03-27 06:08:00,2023-03-27,Generator,Mechanical,Engine,Hand Primer
5429916,KD0454,2023-03-27 02:25:00,158.99999999441206,2.649999999906868,Power,,,,,Faulty DG Contactor,Silver,5429916_2023-03-27 02:25:00,2023-03-27,Other Issues,Others,Others,Others
5424670,KD0454,2023-03-27 01:45:00,169.0000000060536,2.816666667,Power,,,,,Faulty Priming Pump,Silver,5424670_2023-03-27 01:45:00,2023-03-27,Generator,Mechanical,Engine,Hand Primer
5424509,KG0015,2023-03-27 13:34:00,23.999999994412065,0.3999999999068677,Power,,,,,Generator Failure,Silver,5424509_2023-03-27 13:34:00,2023-03-27,Other Issues,Others,Others,Others
5450370,KG0026,2023-03-27 18:21:00,100.00000000116415,1.6666666666860692,Power,,,,,Generator Failure,Silver,5450370_2023-03-27 18:21:00,2023-03-27,Other Issues,Others,Others,Others
5468113,KG0052,2023-03-27 18:42:00,126.99999999487773,2.1166666665812954,Power,,,,,Generator Failure,Silver,5468113_2023-03-27 18:42:00,2023-03-27,Other Issues,Others,Others,Others
5468152,KG0087,2023-03-27 15:19:00,50.000000005820766,0.8333333334303461,Power,,,,,Generator Failure,Platinum,5468152_2023-03-27 15:19:00,2023-03-27,Other Issues,Others,Others,Others
5458491,KG0207,2023-03-27 23:52:00,7.983333334559575,0.1330555555759929,Power,,,,,Generator Failure,Silver,5458491_2023-03-27 23:52:00,2023-03-27,Other Issues,Others,Others,Others
5478359,KG0207,2023-03-27 01:12:00,198.99999999906868,3.3166666666511446,Power,,,,,Generator Failure,Silver,5478359_2023-03-27 01:12:00,2023-03-27,Other Issues,Others,Others,Others
5423579,KN0072,2023-03-27 18:29:00,230.99999999860304,3.849999999976717,Power,,,,,Faulty Priming Pump,Silver,5423579_2023-03-27 18:29:00,2023-03-27,Generator,Mechanical,Engine,Hand Primer
5469216,NI0072,2023-03-27 18:16:00,33.99999999557622,0.566666667,Power,,,,,Generator Failure,Gold,5469216_2023-03-27 18:16:00,2023-03-27,Other Issues,Others,Others,Others
5466921,NI0072,2023-03-27 05:24:00,219.00000000139696,3.650000000023283,Power,,,,,Generator Failure,Gold,5466921_2023-03-27 05:24:00,2023-03-27,Other Issues,Others,Others,Others
5429387,NI0131,2023-03-27 14:09:00,30.00000000349246,0.5000000000582077,Power,,,,,Faulty Fuel Solenoid,Platinum,5429387_2023-03-27 14:09:00,2023-03-27,Generator,Mechanical,Fuel,Low Diesel
5453486,NI0131,2023-03-27 05:49:00,28.00000000745058,0.466666667,Power,,,,,Generator Power Alarm,Platinum,5453486_2023-03-27 05:49:00,2023-03-27,Other Issues,Others,Others,Others
5429108,KN0703,2023-03-27 19:29:00,105.00000000698492,1.750000000116415,Power,,,,,Faulty Priming Pump,Silver,5429108_2023-03-27 19:29:00,2023-03-27,Generator,Mechanical,Engine,Hand Primer
5472636,KG0482,2023-03-27 19:28:00,35.99999999,0.5999999998603016,Power,,,,,Generator Failure,Silver,5472636_2023-03-27 19:28:00,2023-03-27,Other Issues,Others,Others,Others
5469756,KD0978,2023-03-27 00:57:00,117.00000000419097,1.9500000000698487,Power,,,,,Generator Failure,Silver,5469756_2023-03-27 00:57:00,2023-03-27,Other Issues,Others,Others,Others
5422695,KG0322,2023-03-27 06:10:00,71.99999999371357,1.1999999998952262,Power,,,,,Generator Failure,Silver,5422695_2023-03-27 06:10:00,2023-03-27,Other Issues,Others,Others,Others
5430439,KG0334,2023-03-27 03:44:00,499.00000000256114,8.316666666709352,Power,,,,,Generator Failure,Silver,5430439_2023-03-27 03:44:00,2023-03-27,Other Issues,Others,Others,Others
5425738,KN0744,2023-03-27 00:00:00,149.0000000037253,2.483333333395421,Power,,,,,DC Cable Fault|Burnt DC Cable,Silver,5425738_2023-03-27 00:00:00,2023-03-27,Other Equipment,Electrical,Wiring,Cable
5422174,KG0487,2023-03-27 07:12:00,106.99999999254942,1.783333333209157,Power,,,,,Generator Failure,Silver,5422174_2023-03-27 07:12:00,2023-03-27,Other Issues,Others,Others,Others
5432502,NI0583,2023-03-27 06:20:00,65.99999999511056,1.0999999999185093,Power,,,,,Faulty DG Contactor,Silver,5432502_2023-03-27 06:20:00,2023-03-27,Other Issues,Others,Others,Others
5430388,KB0393,2023-03-27 02:06:00,165.9999999962747,2.7666666666045785,Power,,,,,Hybrid Exit Failure,Silver,5430388_2023-03-27 02:06:00,2023-03-27,Hybrid Issues,Others,Others,Others
5424413,KG0436,2023-03-27 06:28:00,92.00000000651926,1.5333333334419876,Power,,,,,Generator Failure,Silver,5424413_2023-03-27 06:28:00,2023-03-27,Other Issues,Others,Others,Others
5430607,KT0575,2023-03-27 23:13:00,22.99999999115244,0.3833333331858739,Power,,,,,Broken Fan Blades,Silver,5430607_2023-03-27 23:13:00,2023-03-27,Other Issues,Others,Others,Others
5477307,KG0544,2023-03-27 06:22:00,85.99999999743886,1.4333333332906475,Power,,,,,Generator Failure,Silver,5477307_2023-03-27 06:22:00,2023-03-27,Other Issues,Others,Others,Others
5430714,KG0015,2023-03-28 22:59:00,52.999999994644895,0.8833333332440816,Power,,,,,Low Fuel,Silver,5430714_2023-03-28 22:59:00,2023-03-28,Generator,Mechanical,Fuel,Low Diesel
5537949,NI0140,2023-03-28 22:36:00,75.99999999627471,1.2666666666045785,Power,,,,,DC Cable Theft,Silver,5537949_2023-03-28 22:36:00,2023-03-28,Other Equipment,Electrical,Wiring,Cable
5536232,AB1234,2023-03-28 22:18:00,98.99999999790452,1.6499999999650754,Power,,,,,Radiator Leakages,Silver,5536232_2023-03-28 22:18:00,2023-03-28,Generator,Mechanical,Radiator,Radiator Leakages
5537597,KD0088,2023-03-28 21:46:00,55.99999999,0.933333333,Power,,,,,Faulty Charging Alternator,Silver,5537597_2023-03-28 21:46:00,2023-03-28,Generator,Electrical,Charging Alternator,Failure
5536332,KG0289,2023-03-28 20:37:00,24.999999997671694,0.4166666666278615,Power,,,,,Faulty DG Contactor,Silver,5536332_2023-03-28 20:37:00,2023-03-28,Other Issues,Others,Others,Others
5532630,KB0274,2023-03-28 20:36:00,65.0,1.0833333333721384,Power,,,,,Fuel Theft,Gold,5532630_2023-03-28 20:36:00,2023-03-28,Generator,Mechanical,Fuel,Others
5532060,FC5958,2023-03-28 20:11:00,227.9999999993015,3.8,Power,,,,,Low Fuel,Silver,5532060_2023-03-28 20:11:00,2023-03-28,Generator,Mechanical,Fuel,Low Diesel
5533670,SK0367,2023-03-28 19:50:00,238.0000000004657,3.966666666674428,Power,,,,,Generator Fault,Silver,5533670_2023-03-28 19:50:00,2023-03-28,Other Issues,Others,Others,Others
5532122,KD0101,2023-03-28 19:44:00,8.999999997904524,0.1499999999650754,Power,,,,,Generator Power Alarm,Silver,5532122_2023-03-28 19:44:00,2023-03-28,Other Issues,Others,Others,Others
5531283,KG0482,2023-03-28 19:01:00,50.999999998603016,0.8499999999767169,Power,,,,,Low Fuel,Silver,5531283_2023-03-28 19:01:00,2023-03-28,Generator,Mechanical,Fuel,Low Diesel
5530054,KD0827,2023-03-28 17:37:00,8.000000005122274,0.1333333334187045,Power,,,,,Faulty Battery,Silver,5530054_2023-03-28 17:37:00,2023-03-28,Other Equipment,Battery,Starter Batteries,Starter Batteries
5525606,KD0394,2023-03-28 17:09:00,10.999999993946403,0.183333333,Power,,,,,Generator Fault,Silver,5525606_2023-03-28 17:09:00,2023-03-28,Other Issues,Others,Others,Others
5514533,AB0008,2023-03-28 17:01:00,31.00000000675209,0.5166666667792015,Power,,,,,Radiator Leakages,Platinum,5514533_2023-03-28 17:01:00,2023-03-28,Generator,Mechanical,Radiator,Radiator Leakages
5524534,AB0022,2023-03-28 16:30:00,46.00000000325963,0.7666666667209938,Power,,,,,Human inteferance,Platinum,5524534_2023-03-28 16:30:00,2023-03-28,Other Issues,Others,Others,Others
5522847,KD0218,2023-03-28 16:14:00,11.000000004423782,0.183333333,Power,,,,,Broken Suction Pipe,Silver,5522847_2023-03-28 16:14:00,2023-03-28,Other Issues,Others,Others,Others
5521781,SK0417,2023-03-28 15:28:00,65.0,1.0833333333721384,Power,,,,,Snapped DG Fan belt,Silver,5521781_2023-03-28 15:28:00,2023-03-28,Other Issues,Others,Others,Others
5519451,KD0394,2023-03-28 09:23:00,30.99999999627471,0.5166666666045785,Power,,,,,Radiator Leakages,Silver,5519451_2023-03-28 09:23:00,2023-03-28,Generator,Mechanical,Radiator,Radiator Leakages
5496922,KB0007,2023-03-28 06:42:00,53.99999999790453,0.8999999999650754,Power,,,,,Engine Failure,Silver,5496922_2023-03-28 06:42:00,2023-03-28,Other Issues,Others,Others,Others
5490703,KG0013,2023-03-28 06:41:00,129.00000000139698,2.150000000023283,Power,,,,,Faulty Charging Alternator,Silver,5490703_2023-03-28 06:41:00,2023-03-28,Generator,Electrical,Charging Alternator,Failure
5490781,KG0046,2023-03-28 06:22:00,42.00000000069849,0.7000000000116415,Power,,,,,Low Fuel,Gold,5490781_2023-03-28 06:22:00,2023-03-28,Generator,Mechanical,Fuel,Low Diesel
5490892,KD0394,2023-03-28 04:21:00,132.0000000006985,2.200000000011641,Power,,,,,Engine Failure,Silver,5490892_2023-03-28 04:21:00,2023-03-28,Other Issues,Others,Others,Others
5484819,AB0829,2023-03-28 03:00:00,26.000000000931323,0.4333333333488554,Power,,,,,DG Overheating,Silver,5484819_2023-03-28 03:00:00,2023-03-28,Generator,Mechanical,Engine,Overheating
5483547,KD0920,2023-03-28 02:42:00,251.0000000009313,4.183333333348855,Power,,,,,Faulty DG Contactor,Silver,5483547_2023-03-28 02:42:00,2023-03-28,Other Issues,Others,Others,Others
5482922,KB0007,2023-03-28 02:10:00,131.9999999902211,2.1999999998370185,Power,,,,,Generator Fault,Silver,5482922_2023-03-28 02:10:00,2023-03-28,Other Issues,Others,Others,Others
5482188,KG0207,2023-03-28 00:00:00,100.00000000116415,1.6666666666860692,Power,,,,,Low Fuel,Silver,5482188_2023-03-28 00:00:00,2023-03-28,Generator,Mechanical,Fuel,Low Diesel
5478359,KG0272,2023-03-29 23:42:00,17.98333332524635,0.2997222220874391,Power,,,,,Faulty DG Contactor,Silver,5478359_2023-03-29 23:42:00,2023-03-29,Other Issues,Others,Others,Others
5597015,NI0019,2023-03-29 22:49:00,49.00000000256114,0.8166666667093523,Power,,,,,Faulty Charging Alternator,Platinum,5597015_2023-03-29 22:49:00,2023-03-29,Generator,Electrical,Charging Alternator,Failure
5594928,KN0203,2023-03-29 22:22:00,97.98333333455956,1.633055555575993,Power,,,,,DG Alternator fault,Silver,5594928_2023-03-29 22:22:00,2023-03-29,Generator,Electrical,Alternator,Alternator Fault
5595539,KG0023,2023-03-29 22:13:00,55.00000000116415,0.9166666666860692,Power,,,,,Generator Failure,Platinum,5595539_2023-03-29 22:13:00,2023-03-29,Other Issues,Others,Others,Others
5594236,KG0014,2023-03-29 20:25:00,213.99999999557625,3.566666666592937,Power,,,,,Low Fuel,Gold,5594236_2023-03-29 20:25:00,2023-03-29,Generator,Mechanical,Fuel,Low Diesel
5592376,KG0037,2023-03-29 16:54:00,50.999999998603016,0.8499999999767169,Power,,,,,Rectifier Fault,Silver,5592376_2023-03-29 16:54:00,2023-03-29,Other Equipment,Rectifier,Others,Others
5582444,KN0025,2023-03-29 15:56:00,17.99999999580905,0.2999999999301508,Power,,,,,Water Pump Fault,Gold,5582444_2023-03-29 15:56:00,2023-03-29,Other Issues,Others,Others,Others
5579672,NI0018,2023-03-29 14:50:00,70.0,1.1666666666278616,Power,,,,,DC Breaker Fault|Tripped DCDB Breaker,Gold,5579672_2023-03-29 14:50:00,2023-03-29,Generator,Electrical,Breaker,Tripped Circuit Breaker
5576166,KB0274,2023-03-29 14:18:00,13.00000000046566,0.2166666666744277,Power,,,,,Faulty Charging Alternator,Gold,5576166_2023-03-29 14:18:00,2023-03-29,Generator,Electrical,Charging Alternator,Failure
5572034,AB1234,2023-03-29 10:20:00,70.0,1.1666666666278616,Power,,,,,Radiator Leakages,Silver,5572034_2023-03-29 10:20:00,2023-03-29,Generator,Mechanical,Radiator,Radiator Leakages
5561500,KB0273,2023-03-29 10:05:00,97.00000000186265,1.6166666666977108,Power,,,,,Broken Suction Pipe,Silver,5561500_2023-03-29 10:05:00,2023-03-29,Other Issues,Others,Others,Others
5559468,KB0001,2023-03-29 07:48:00,43.00000000395812,0.7166666667326353,Power,,,,,Generator Fault,Gold,5559468_2023-03-29 07:48:00,2023-03-29,Other Issues,Others,Others,Others
5552950,NI0345,2023-03-29 06:54:00,117.9999999969732,1.966666667,Power,,,,,Faulty Priming Pump,Silver,5552950_2023-03-29 06:54:00,2023-03-29,Generator,Mechanical,Engine,Hand Primer
5549647,NI0140,2023-03-29 04:00:00,423.9999999990687,7.066666666651145,Power,,,,,DC Cable Fault|Damaged DC Cable,Silver,5549647_2023-03-29 04:00:00,2023-03-29,Other Equipment,Electrical,Wiring,Cable
5544249,AB1306,2023-03-29 00:00:00,33.99999999557622,0.566666667,Power,,,,,Low Fuel,Silver,5544249_2023-03-29 00:00:00,2023-03-29,Generator,Mechanical,Fuel,Low Diesel
5533670,AB0934,2023-03-30 10:52:00,13.00000000046566,0.2166666666744277,Power,,,,,Faulty Starter Motor,Silver,5533670_2023-03-30 10:52:00,2023-03-30,Other Issues,Others,Others,Others
5621270,KD0001,2023-03-30 18:59:00,30.99999999627471,0.5166666666045785,Power,,,,,Faulty DG Contactor,Silver,5621270_2023-03-30 18:59:00,2023-03-30,Other Issues,Others,Others,Others
5648747,KD0112,2023-03-30 19:59:00,60.99999999976717,1.0166666666627862,Power,,,,,Faulty DG Starter Relay,Gold,5648747_2023-03-30 19:59:00,2023-03-30,Other Issues,Others,Others,Others
5650388,KD0112,2023-03-30 16:39:00,108.99999999906868,1.8166666666511448,Power,,,,,DG Starter Battery Fault,Gold,5650388_2023-03-30 16:39:00,2023-03-30,Other Equipment,Battery,Starter Batteries,Starter Batteries
5644885,KD0106,2023-03-30 07:10:00,217.99999999813733,3.633333333302289,Power,,,,,Faulty Starter Motor,Platinum,5644885_2023-03-30 07:10:00,2023-03-30,Other Issues,Others,Others,Others
5607582,KG0023,2023-03-30 15:08:00,31.99999999953434,0.5333333333255723,Power,,,,,Cylinder Head Gasket Fault,Platinum,5607582_2023-03-30 15:08:00,2023-03-30,Generator,Mechanical,Engine,Cylinder Head Gasket Fault
5635622,KG0023,2023-03-30 06:36:00,190.00000000116407,3.166666666686069,Power,,,,,Cylinder Head Gasket Fault,Platinum,5635622_2023-03-30 06:36:00,2023-03-30,Generator,Mechanical,Engine,Cylinder Head Gasket Fault
5607470,KG0052,2023-03-30 06:57:00,28.00000000745058,0.466666667,Power,,,,,AVR Fault,Silver,5607470_2023-03-30 06:57:00,2023-03-30,Other Issues,Others,Others,Others
5608289,KG0272,2023-03-30 00:00:00,40.00000000465661,0.6666666667442769,Power,,,,,Faulty DG Contactor,Silver,5608289_2023-03-30 00:00:00,2023-03-30,Other Issues,Others,Others,Others
5597015,KN0049,2023-03-30 12:51:00,130.0000000046566,2.166666666744277,Power,,,,,AC Cable Fault|Burnt Cable,Gold,5597015_2023-03-30 12:51:00,2023-03-30,Other Equipment,Electrical,Wiring,Cable
5633735,KN0058,2023-03-30 11:56:00,21.00000000558793,0.3500000000931322,Power,,,,,DG AC Alternator fault,Silver,5633735_2023-03-30 11:56:00,2023-03-30,Generator,Electrical,Alternator,Alternator Fault
5624757,KN0203,2023-03-30 15:48:00,100.00000000116415,1.6666666666860692,Power,,,,,DG AC Alternator fault,Silver,5624757_2023-03-30 15:48:00,2023-03-30,Generator,Electrical,Alternator,Alternator Fault
5639732,KN0203,2023-03-30 09:00:00,136.99999999604188,2.2833333332673647,Power,,,,,DG AC Alternator fault,Silver,5639732_2023-03-30 09:00:00,2023-03-30,Generator,Electrical,Alternator,Alternator Fault
5615000,KN0203,2023-03-30 03:55:00,70.0,1.1666666666278616,Power,,,,,DG Alternator fault,Silver,5615000_2023-03-30 03:55:00,2023-03-30,Generator,Electrical,Alternator,Alternator Fault
5602018,KN0203,2023-03-30 00:00:00,184.0000000025612,3.0666666667093523,Power,,,,,DG Alternator fault,Silver,5602018_2023-03-30 00:00:00,2023-03-30,Generator,Electrical,Alternator,Alternator Fault
5595539,KN0310,2023-03-30 14:00:00,92.99999999930152,1.5499999999883585,Power,,,,,AC Breaker Fault|Tripped ACDB Breaker,Silver,5595539_2023-03-30 14:00:00,2023-03-30,Generator,Electrical,Breaker,Tripped Circuit Breaker
5640930,SK0006,2023-03-30 21:29:00,150.98333332920447,2.5163888888200745,Power,,,,,Cylinder Head Gasket Fault,Platinum,5640930_2023-03-30 21:29:00,2023-03-30,Generator,Mechanical,Engine,Cylinder Head Gasket Fault
5655068,SK0006,2023-03-30 17:55:00,166.99999999953434,2.7833333333255723,Power,,,,,Faulty Priming Pump,Platinum,5655068_2023-03-30 17:55:00,2023-03-30,Generator,Mechanical,Engine,Hand Primer
5647533,SK0205,2023-03-30 04:30:00,143.00000000512227,2.383333333418705,Power,,,,,DG Coolant low,Silver,5647533_2023-03-30 04:30:00,2023-03-30,Generator,Mechanical,Radiator,DG Coolant Low
5602718,ZM0017,2023-03-30 06:15:00,148.00000000046566,2.466666666674428,Power,,,,,Faulty Priming Pump,Silver,5602718_2023-03-30 06:15:00,2023-03-30,Generator,Mechanical,Engine,Hand Primer
5607075,ZM0017,2023-03-30 03:46:00,101.99999999720605,1.699999999953434,Power,,,,,Faulty Priming Pump,Silver,5607075_2023-03-30 03:46:00,2023-03-30,Generator,Mechanical,Engine,Hand Primer
5601664,SK0307,2023-03-30 22:44:00,47.99999999930151,0.7999999999883585,Power,,,,,DG Electric Fuel Pump,Silver,5601664_2023-03-30 22:44:00,2023-03-30,Generator,Mechanical,Fuel,Others
5657465,KD0827,2023-03-30 22:47:00,52.033333332510665,0.8672222222085111,Power,,,,,Generator Failure,Silver,5657465_2023-03-30 22:47:00,2023-03-30,Other Issues,Others,Others,Others
5657617,KG0482,2023-03-30 19:03:00,65.0,1.0833333333721384,Power,,,,,,Silver,5657617_2023-03-30 19:03:00,2023-03-30,Other Issues,Others,Others,Others
5648528,KG0482,2023-03-30 17:26:00,38.999999990919605,0.6499999998486601,Power,,,,,,Silver,5648528_2023-03-30 17:26:00,2023-03-30,Other Issues,Others,Others,Others
5644591,KG0482,2023-03-30 04:46:00,31.99999999953434,0.5333333333255723,Power,,,,,,Silver,5644591_2023-03-30 04:46:00,2023-03-30,Other Issues,Others,Others,Others
5603580,FC5974,2023-03-30 01:30:00,261.9999999948777,4.366666666581295,Power,,,,,Faulty Charging Alternator,Silver,5603580_2023-03-30 01:30:00,2023-03-30,Generator,Electrical,Charging Alternator,Failure
5600266,NI0583,2023-03-30 13:48:00,47.00000000651926,0.7833333334419876,Power,,,,,DG Starter Battery Fault,Silver,5600266_2023-03-30 13:48:00,2023-03-30,Other Equipment,Battery,Starter Batteries,Starter Batteries
5632560,KD0403,2023-03-31 23:39:00,20.983333324547857,0.3497222220757976,Power,,,,,,Silver,5632560_2023-03-31 23:39:00,2023-03-31,Other Issues,Others,Others,Others
5716564,KD0039,2023-03-31 22:15:00,73.0,1.216666667,Power,,,,,ATS Fault|Mains Contactor,Silver,5716564_2023-03-31 22:15:00,2023-03-31,Generator,Electrical,ATS,ATS Fault
5714984,AB1234,2023-03-31 22:11:00,76.99999999953434,1.2833333333255723,Power,,,,,Radiator Leakages,Silver,5714984_2023-03-31 22:11:00,2023-03-31,Generator,Mechanical,Radiator,Radiator Leakages
5714930,KD0954,2023-03-31 22:10:00,109.9833333317656,1.8330555555294268,Power,,,,,Fuel System Fault,Silver,5714930_2023-03-31 22:10:00,2023-03-31,Generator,Mechanical,Fuel,Others
5716517,KD0471,2023-03-31 21:05:00,114.00000000488944,1.9000000000814907,Power,,,,,Faulty Charging Alternator,Silver,5716517_2023-03-31 21:05:00,2023-03-31,Generator,Electrical,Charging Alternator,Failure
5711693,KD0039,2023-03-31 20:25:00,40.99999999743886,0.6833333332906477,Power,,,,,ATS Fault|Mains Contactor,Silver,5711693_2023-03-31 20:25:00,2023-03-31,Generator,Electrical,ATS,ATS Fault
5710530,AB0089,2023-03-31 19:47:00,3.999999992083758,0.066666667,Power,,,,,ATS Fault|Mains Contactor,Silver,5710530_2023-03-31 19:47:00,2023-03-31,Generator,Electrical,ATS,ATS Fault
5708742,AB1234,2023-03-31 19:24:00,75.00000000349246,1.2500000000582077,Power,,,,,Radiator Leakages,Silver,5708742_2023-03-31 19:24:00,2023-03-31,Generator,Mechanical,Radiator,Radiator Leakages
5707492,KB0422,2023-03-31 19:24:00,33.00000000279397,0.5500000000465661,Power,,,,,Battery Fault,Silver,5707492_2023-03-31 19:24:00,2023-03-31,Other Equipment,Battery,Starter Batteries,Starter Batteries
5709262,KB0007,2023-03-31 18:49:00,60.99999999976717,1.0166666666627862,Power,,,,,Affected by another site,Silver,5709262_2023-03-31 18:49:00,2023-03-31,Other Issues,Others,Others,Others
5706924,KD0089,2023-03-31 18:09:00,89.00000000721775,1.4833333334536292,Power,,,,,AC Breaker Fault|Tripped ACDB Breaker,Platinum,5706924_2023-03-31 18:09:00,2023-03-31,Generator,Electrical,Breaker,Tripped Circuit Breaker
5706814,SK0003,2023-03-31 16:46:00,36.00000000209548,0.6000000000349246,Power,,,,,DG Electric Fuel Pump,Platinum,5706814_2023-03-31 16:46:00,2023-03-31,Generator,Mechanical,Fuel,Others
5702673,NI0287,2023-03-31 15:50:00,75.00000000349246,1.2500000000582077,Power,,,,,Low Fuel,Silver,5702673_2023-03-31 15:50:00,2023-03-31,Generator,Mechanical,Fuel,Low Diesel
5696972,SK0377,2023-03-31 14:04:00,46.00000000325963,0.7666666667209938,Power,,,,,DG Fuel Filter,Silver,5696972_2023-03-31 14:04:00,2023-03-31,Generator,Mechanical,Fuel,Others
5693019,KN0058,2023-03-31 13:31:00,65.99999999511056,1.0999999999185093,Power,,,,,Hybrid Exit Failure,Silver,5693019_2023-03-31 13:31:00,2023-03-31,Hybrid Issues,Others,Others,Others
5690576,NI0287,2023-03-31 13:31:00,65.99999999511056,1.0999999999185093,Power,,,,,DG Coolant low,Silver,5690576_2023-03-31 13:31:00,2023-03-31,Generator,Mechanical,Radiator,DG Coolant Low
5689228,KN0298,2023-03-31 12:50:00,15.99999999976717,0.2666666666627861,Power,,,,,Faulty Priming Pump,Gold,5689228_2023-03-31 12:50:00,2023-03-31,Generator,Mechanical,Engine,Hand Primer
5687225,SK0003,2023-03-31 10:42:00,21.00000000558793,0.3500000000931322,Power,,,,,Faulty Priming Pump,Platinum,5687225_2023-03-31 10:42:00,2023-03-31,Generator,Mechanical,Engine,Hand Primer
5680745,KG0087,2023-03-31 10:20:00,42.00000000069849,0.7000000000116415,Power,,,,,Low Fuel,Platinum,5680745_2023-03-31 10:20:00,2023-03-31,Generator,Mechanical,Fuel,Low Diesel
5679118,SK0377,2023-03-31 09:04:00,174.99999999417923,2.916666666569654,Power,,,,,DG Fuel Filter,Silver,5679118_2023-03-31 09:04:00,2023-03-31,Generator,Mechanical,Fuel,Others
5677201,KB0007,2023-03-31 08:18:00,59.00000000372529,0.9833333333954216,Power,,,,,Generator Failure,Silver,5677201_2023-03-31 08:18:00,2023-03-31,Other Issues,Others,Others,Others
5673539,SK0006,2023-03-31 05:41:00,344.00000000023283,5.733333333337214,Power,,,,,Cylinder Head Gasket Fault,Platinum,5673539_2023-03-31 05:41:00,2023-03-31,Generator,Mechanical,Engine,Cylinder Head Gasket Fault
5666967,KB0001,2023-03-31 04:27:00,5.999999998603016,0.1,Power,,,,,Generator Fault,Gold,5666967_2023-03-31 04:27:00,2023-03-31,Other Issues,Others,Others,Others
5664976,KG0301,2023-03-31 03:11:00,64.99999999185093,1.0833333331975157,Power,,,,,Faulty Battery,Silver,5664976_2023-03-31 03:11:00,2023-03-31,Other Equipment,Battery,Starter Batteries,Starter Batteries
5663374,KN0067,2023-03-31 01:15:00,164.99999999301508,2.7499999998835847,Power,,,,,DC Breaker Fault|Tripped DCDB Breaker,Silver,5663374_2023-03-31 01:15:00,2023-03-31,Generator,Electrical,Breaker,Tripped Circuit Breaker
5660760,SK0006,2023-03-31 00:00:00,27.00000000419095,0.4500000000698492,Power,,,,,Cylinder Head Gasket Fault,Platinum,5660760_2023-03-31 00:00:00,2023-03-31,Generator,Mechanical,Engine,Cylinder Head Gasket Fault
